
time,ax,ay,az,wx,wy,wz,
22.744,3.46,-5.78,5.04,-1.67,1.52,-0.79,
22.745,3.63,-5.37,5.66,-1.67,1.52,-0.79,
22.745,3.63,-5.37,5.66,-1.51,1.66,-0.81,
22.745,3.63,-5.37,5.66,-1.34,1.78,-0.83,
22.749,3.63,-5.37,5.66,-1.15,1.87,-0.86,
22.75,3.75,-4.90,6.06,-1.15,1.87,-0.86,
22.752,3.75,-4.90,6.06,-0.93,1.93,-0.88,
22.754,3.65,-4.32,6.17,-0.93,1.93,-0.88,
22.755,3.65,-4.32,6.17,-0.70,1.94,-0.92,
22.756,3.65,-4.32,6.17,-0.45,1.91,-0.95,
22.758,3.31,-3.80,5.88,-0.45,1.91,-0.95,
22.761,3.31,-3.80,5.88,-0.20,1.82,-0.98,
22.763,3.31,-3.80,5.88,0.07,1.67,-1.01,
22.763,2.72,-3.36,5.57,0.07,1.67,-1.01,
22.764,2.72,-3.36,5.57,0.35,1.47,-1.03,
22.766,2.72,-3.36,5.57,0.64,1.23,-1.05,
22.769,2.01,-2.95,5.30,0.64,1.23,-1.05,
22.769,2.01,-2.95,5.30,0.93,0.95,-1.07,
22.771,2.01,-2.95,5.30,1.23,0.67,-1.08,
22.773,1.24,-2.52,5.06,1.23,0.67,-1.08,
22.774,1.24,-2.52,5.06,1.52,0.38,-1.09,
22.776,1.24,-2.52,5.06,1.81,0.09,-1.10,
22.782,0.55,-2.16,4.96,1.81,0.09,-1.10,
22.784,0.55,-2.16,4.96,2.09,-0.18,-1.10,
22.784,0.55,-2.16,4.96,2.36,-0.42,-1.10,
22.785,0.18,-1.89,4.86,2.36,-0.42,-1.10,
22.786,0.18,-1.89,4.86,2.62,-0.64,-1.09,
22.787,0.18,-1.89,4.86,2.87,-0.82,-1.08,
22.788,-0.06,-1.83,4.66,2.87,-0.82,-1.08,
22.789,-0.06,-1.83,4.66,3.10,-0.96,-1.07,
22.791,-0.06,-1.83,4.66,3.30,-1.07,-1.06,
22.809,-0.06,-1.83,4.66,3.49,-1.15,-1.04,
22.81,-0.20,-1.88,4.24,3.49,-1.15,-1.04,
22.81,-0.20,-1.88,4.24,3.65,-1.19,-1.02,
22.811,-0.16,-2.04,3.72,3.65,-1.19,-1.02,
22.811,-0.16,-2.04,3.72,3.80,-1.20,-1.00,
22.811,-0.16,-2.04,3.72,3.92,-1.18,-0.98,
22.811,-0.07,-2.13,3.02,3.92,-1.18,-0.98,
22.811,-0.07,-2.13,3.02,4.01,-1.14,-0.96,
22.812,-0.07,-2.13,3.02,4.08,-1.08,-0.93,
22.812,-0.03,-2.13,2.14,4.08,-1.08,-0.93,
22.812,-0.03,-2.13,2.14,4.12,-0.99,-0.90,
22.812,-0.03,-2.13,2.14,4.15,-0.88,-0.87,
22.814,0.00,-1.98,1.28,4.15,-0.88,-0.87,
22.814,0.00,-1.98,1.28,4.14,-0.76,-0.84,
22.815,0.00,-1.98,1.28,4.12,-0.62,-0.80,
22.818,0.12,-1.68,0.64,4.12,-0.62,-0.80,
22.819,0.12,-1.68,0.64,4.07,-0.45,-0.77,
22.821,0.12,-1.68,0.64,4.01,-0.28,-0.73,
22.824,0.23,-1.32,0.26,4.01,-0.28,-0.73,
22.824,0.23,-1.32,0.26,3.92,-0.09,-0.70,
22.826,0.23,-1.32,0.26,3.83,0.10,-0.66,
22.828,0.50,-0.76,-0.36,3.83,0.10,-0.66,
22.829,0.50,-0.76,-0.36,3.72,0.30,-0.62,
22.83,0.50,-0.76,-0.36,3.59,0.49,-0.60,
22.833,0.85,-0.01,-1.63,3.59,0.49,-0.60,
22.834,0.85,-0.01,-1.63,3.44,0.65,-0.57,
22.835,0.85,-0.01,-1.63,3.28,0.80,-0.55,
22.838,1.08,0.80,-2.93,3.28,0.80,-0.55,
22.838,1.08,0.80,-2.93,3.10,0.93,-0.53,
22.84,1.08,0.80,-2.93,2.91,1.04,-0.51,
22.842,1.12,1.49,-4.24,2.91,1.04,-0.51,
22.844,1.12,1.49,-4.24,2.70,1.13,-0.51,
22.845,1.12,1.49,-4.24,2.48,1.21,-0.50,
22.848,0.93,2.15,-5.10,2.48,1.21,-0.50,
22.848,0.93,2.15,-5.10,2.25,1.27,-0.49,
22.85,0.93,2.15,-5.10,2.02,1.31,-0.49,
22.853,0.82,2.78,-6.32,2.02,1.31,-0.49,
22.854,0.82,2.78,-6.32,1.76,1.32,-0.50,
22.855,0.82,2.78,-6.32,1.50,1.31,-0.50,
22.862,0.48,3.34,-7.23,1.50,1.31,-0.50,
22.863,0.48,3.34,-7.23,1.23,1.30,-0.52,
22.864,0.48,3.34,-7.23,0.96,1.28,-0.53,
22.864,0.48,3.34,-7.23,0.68,1.26,-0.54,
22.865,0.04,3.63,-7.38,0.68,1.26,-0.54,
22.865,0.04,3.63,-7.38,0.39,1.24,-0.56,
22.868,-0.37,3.71,-7.39,0.39,1.24,-0.56,
22.868,-0.37,3.71,-7.39,0.10,1.23,-0.57,
22.87,-0.37,3.71,-7.39,-0.19,1.21,-0.59,
22.873,-0.86,3.64,-7.11,-0.19,1.21,-0.59,
22.873,-0.86,3.64,-7.11,-0.48,1.22,-0.60,
22.875,-0.86,3.64,-7.11,-0.77,1.22,-0.61,
22.897,-1.37,3.36,-6.49,-0.77,1.22,-0.61,
22.897,-1.37,3.36,-6.49,-1.05,1.23,-0.62,
22.898,-1.37,3.36,-6.49,-1.33,1.26,-0.63,
22.898,-1.87,2.92,-5.86,-1.33,1.26,-0.63,
22.899,-1.87,2.92,-5.86,-1.60,1.29,-0.63,
22.899,-1.87,2.92,-5.86,-1.86,1.32,-0.63,
22.9,-1.87,2.92,-5.86,-2.10,1.35,-0.63,
22.9,-2.36,2.35,-5.39,-2.10,1.35,-0.63,
22.901,-2.36,2.35,-5.39,-2.34,1.39,-0.62,
22.901,-2.81,1.76,-4.88,-2.34,1.39,-0.62,
22.901,-2.81,1.76,-4.88,-2.57,1.41,-0.61,
22.902,-2.81,1.76,-4.88,-2.78,1.44,-0.60,
22.902,-2.81,1.76,-4.88,-2.98,1.45,-0.58,
22.903,-3.25,1.13,-4.50,-2.98,1.45,-0.58,
22.903,-3.25,1.13,-4.50,-3.16,1.47,-0.56,
22.904,-3.65,0.48,-3.92,-3.16,1.47,-0.56,
22.904,-3.65,0.48,-3.92,-3.33,1.47,-0.53,
22.917,-3.65,0.48,-3.92,-3.48,1.47,-0.50,
22.919,-4.07,-0.13,-3.25,-3.48,1.47,-0.50,
22.919,-4.07,-0.13,-3.25,-3.61,1.46,-0.47,
22.919,-4.07,-0.13,-3.25,-3.73,1.45,-0.43,
22.92,-4.07,-0.13,-3.25,-3.83,1.44,-0.39,
22.92,-4.38,-0.75,-2.24,-3.83,1.44,-0.39,
22.921,-4.38,-0.75,-2.24,-3.91,1.43,-0.35,
22.921,-4.56,-1.34,-0.83,-3.91,1.43,-0.35,
22.921,-4.56,-1.34,-0.83,-3.98,1.42,-0.30,
22.922,-4.56,-1.34,-0.83,-4.02,1.43,-0.25,
22.923,-4.67,-1.87,0.60,-4.02,1.43,-0.25,
22.923,-4.67,-1.87,0.60,-4.04,1.44,-0.20,
22.925,-4.67,-1.87,0.60,-4.04,1.45,-0.15,
22.939,-4.86,-2.28,1.45,-4.04,1.45,-0.15,
22.94,-4.86,-2.28,1.45,-4.03,1.46,-0.09,
22.94,-4.86,-2.28,1.45,-3.99,1.47,-0.03,
22.94,-4.86,-2.28,1.45,-3.94,1.45,0.03,
22.941,-5.00,-2.55,1.72,-3.94,1.45,0.03,
22.941,-5.00,-2.55,1.72,-3.87,1.43,0.09,
22.941,-5.00,-2.55,1.72,-3.78,1.40,0.15,
22.941,-5.08,-2.68,1.85,-3.78,1.40,0.15,
22.942,-5.08,-2.68,1.85,-3.68,1.36,0.21,
22.942,-5.08,-2.68,1.85,-3.56,1.31,0.28,
22.945,-5.13,-2.62,2.00,-3.56,1.31,0.28,
22.945,-5.13,-2.62,2.00,-3.43,1.25,0.33,
22.947,-5.13,-2.62,2.00,-3.29,1.19,0.39,
22.95,-5.13,-2.62,2.00,-3.13,1.11,0.44,
22.95,-5.15,-2.54,2.16,-3.13,1.11,0.44,
22.952,-5.15,-2.54,2.16,-2.95,1.03,0.49,
22.952,-5.18,-2.39,2.21,-2.95,1.03,0.49,
22.954,-5.18,-2.39,2.21,-2.77,0.93,0.53,
22.958,-5.09,-2.21,2.40,-2.77,0.93,0.53,
22.958,-5.09,-2.21,2.40,-2.57,0.84,0.57,
22.96,-5.09,-2.21,2.40,-2.37,0.75,0.60,
22.962,-5.09,-2.21,2.40,-2.16,0.66,0.63,
22.963,-4.97,-2.04,2.86,-2.16,0.66,0.63,
22.965,-4.97,-2.04,2.86,-1.94,0.56,0.66,
22.967,-4.73,-1.97,3.60,-1.94,0.56,0.66,
22.968,-4.73,-1.97,3.60,-1.71,0.48,0.67,
22.969,-4.73,-1.97,3.60,-1.48,0.41,0.68,
22.972,-4.73,-1.97,3.60,-1.24,0.34,0.68,
22.972,-4.42,-1.89,4.45,-1.24,0.34,0.68,
22.974,-4.42,-1.89,4.45,-1.00,0.29,0.67,
22.977,-4.42,-1.89,4.45,-0.77,0.24,0.66,
22.977,-4.10,-1.87,5.01,-0.77,0.24,0.66,
22.98,-4.10,-1.87,5.01,-0.53,0.19,0.64,
22.984,-3.74,-1.87,5.34,-0.53,0.19,0.64,
22.984,-3.74,-1.87,5.34,-0.29,0.15,0.61,
22.985,-3.74,-1.87,5.34,-0.05,0.11,0.58,
22.988,-3.74,-1.87,5.34,0.17,0.08,0.54,
22.989,-3.44,-1.80,5.16,0.17,0.08,0.54,
22.99,-3.44,-1.80,5.16,0.39,0.03,0.50,
22.993,-3.26,-1.70,4.65,0.39,0.03,0.50,
22.993,-3.26,-1.70,4.65,0.59,-0.01,0.45,
23.0,-3.26,-1.70,4.65,0.78,-0.06,0.40,
23.001,-3.26,-1.70,4.65,0.97,-0.12,0.35,
23.001,-3.17,-1.57,3.94,0.97,-0.12,0.35,
23.001,-3.17,-1.57,3.94,1.14,-0.18,0.30,
23.002,-3.18,-1.48,3.26,1.14,-0.18,0.30,
23.002,-3.18,-1.48,3.26,1.31,-0.25,0.25,
23.007,-3.18,-1.48,3.26,1.45,-0.32,0.20,
23.008,-3.18,-1.48,3.26,1.59,-0.38,0.16,
23.008,-3.20,-1.35,2.64,1.59,-0.38,0.16,
23.025,-3.20,-1.35,2.64,1.71,-0.45,0.12,
23.026,-3.17,-1.19,2.24,1.71,-0.45,0.12,
23.026,-3.17,-1.19,2.24,1.82,-0.51,0.08,
23.026,-3.17,-1.19,2.24,1.92,-0.57,0.05,
23.027,-3.12,-0.97,1.91,1.92,-0.57,0.05,
23.027,-3.12,-0.97,1.91,2.02,-0.62,0.01,
23.027,-2.97,-0.69,1.79,2.02,-0.62,0.01,
23.027,-2.97,-0.69,1.79,2.10,-0.68,-0.01,
23.027,-2.97,-0.69,1.79,2.17,-0.72,-0.04,
23.028,-2.97,-0.69,1.79,2.23,-0.75,-0.06,
23.028,-2.97,-0.69,1.79,2.29,-0.78,-0.08,
23.028,-2.71,-0.32,1.68,2.29,-0.78,-0.08,
23.032,-2.71,-0.32,1.68,2.34,-0.79,-0.09,
23.032,-2.71,-0.32,1.68,2.38,-0.81,-0.11,
23.032,-2.43,0.06,1.67,2.38,-0.81,-0.11,
23.038,-2.43,0.06,1.67,2.41,-0.81,-0.12,
23.038,-2.43,0.06,1.67,2.44,-0.81,-0.14,
23.039,-2.07,0.56,1.62,2.44,-0.81,-0.14,
23.039,-2.07,0.56,1.62,2.46,-0.79,-0.15,
23.043,-1.69,1.03,1.45,2.46,-0.79,-0.15,
23.061,-1.69,1.03,1.45,2.47,-0.78,-0.16,
23.061,-1.69,1.03,1.45,2.48,-0.77,-0.17,
23.061,-1.31,1.48,1.25,2.48,-0.77,-0.17,
23.062,-1.31,1.48,1.25,2.47,-0.75,-0.18,
23.062,-1.31,1.48,1.25,2.47,-0.72,-0.19,
23.063,-1.31,1.48,1.25,2.45,-0.69,-0.20,
23.063,-0.91,1.90,1.23,2.45,-0.69,-0.20,
23.063,-0.91,1.90,1.23,2.43,-0.66,-0.21,
23.064,-0.50,2.17,0.95,2.43,-0.66,-0.21,
23.064,-0.50,2.17,0.95,2.40,-0.62,-0.22,
23.064,-0.50,2.17,0.95,2.36,-0.58,-0.23,
23.065,-0.09,2.37,0.46,2.36,-0.58,-0.23,
23.065,-0.09,2.37,0.46,2.30,-0.54,-0.23,
23.065,-0.09,2.37,0.46,2.24,-0.51,-0.24,
23.069,0.31,2.54,-0.36,2.24,-0.51,-0.24,
23.071,0.31,2.54,-0.36,2.17,-0.48,-0.25,
23.071,0.31,2.54,-0.36,2.09,-0.45,-0.25,
23.074,0.71,2.61,-1.20,2.09,-0.45,-0.25,
23.075,0.71,2.61,-1.20,1.99,-0.44,-0.26,
23.075,0.71,2.61,-1.20,1.89,-0.43,-0.26,
23.078,1.05,2.58,-1.60,1.89,-0.43,-0.26,
23.079,1.05,2.58,-1.60,1.78,-0.42,-0.25,
23.08,1.05,2.58,-1.60,1.66,-0.41,-0.24,
23.082,1.42,2.53,-2.41,1.66,-0.41,-0.24,
23.083,1.42,2.53,-2.41,1.53,-0.42,-0.24,
23.084,1.42,2.53,-2.41,1.38,-0.44,-0.23,
23.087,1.82,2.40,-3.40,1.38,-0.44,-0.23,
23.087,1.82,2.40,-3.40,1.22,-0.47,-0.22,
23.089,1.82,2.40,-3.40,1.05,-0.49,-0.21,
23.093,2.29,2.19,-3.63,1.05,-0.49,-0.21,
23.093,2.29,2.19,-3.63,0.88,-0.51,-0.19,
23.096,2.29,2.19,-3.63,0.69,-0.52,-0.17,
23.1,2.29,2.19,-3.63,0.50,-0.51,-0.14,
23.101,2.29,2.19,-3.63,0.30,-0.50,-0.12,
23.101,2.75,1.84,-3.40,0.30,-0.50,-0.12,
23.102,2.75,1.84,-3.40,0.10,-0.48,-0.08,
23.102,3.11,1.52,-3.59,0.10,-0.48,-0.08,
23.104,3.11,1.52,-3.59,-0.11,-0.45,-0.04,
23.107,3.48,1.26,-3.78,-0.11,-0.45,-0.04,
23.107,3.48,1.26,-3.78,-0.32,-0.42,-0.00,
23.109,3.48,1.26,-3.78,-0.53,-0.37,0.04,
23.115,3.78,1.19,-3.82,-0.53,-0.37,0.04,
23.116,3.78,1.19,-3.82,-0.74,-0.31,0.07,
23.116,3.78,1.19,-3.82,-0.95,-0.24,0.11,
23.117,3.78,1.19,-3.82,-1.15,-0.16,0.15,
23.117,4.03,1.29,-3.59,-1.15,-0.16,0.15,
23.119,4.03,1.29,-3.59,-1.33,-0.07,0.18,
23.122,4.26,1.55,-2.85,-1.33,-0.07,0.18,
23.124,4.26,1.55,-2.85,-1.50,0.02,0.20,
23.125,4.26,1.55,-2.85,-1.65,0.13,0.21,
23.134,4.39,1.85,-1.78,-1.65,0.13,0.21,
23.135,4.39,1.85,-1.78,-1.79,0.24,0.22,
23.135,4.39,1.85,-1.78,-1.90,0.36,0.21,
23.135,4.39,2.24,-0.50,-1.90,0.36,0.21,
23.135,4.39,2.24,-0.50,-2.00,0.47,0.20,
23.135,4.39,2.24,-0.50,-2.07,0.59,0.17,
23.136,4.23,2.62,0.88,-2.07,0.59,0.17,
23.136,4.23,2.62,0.88,-2.12,0.70,0.13,
23.138,4.23,2.62,0.88,-2.16,0.80,0.09,
23.142,3.90,2.98,2.28,-2.16,0.80,0.09,
23.142,3.90,2.98,2.28,-2.16,0.89,0.04,
23.146,3.90,2.98,2.28,-2.15,0.97,-0.01,
23.147,3.90,2.98,2.28,-2.11,1.03,-0.08,
23.147,3.47,3.38,3.60,-2.11,1.03,-0.08,
23.148,3.47,3.38,3.60,-2.05,1.07,-0.14,
23.152,3.47,3.38,3.60,-1.96,1.10,-0.22,
23.153,2.88,3.72,4.87,-1.96,1.10,-0.22,
23.154,2.88,3.72,4.87,-1.86,1.10,-0.29,
23.156,2.88,3.72,4.87,-1.74,1.08,-0.37,
23.156,2.17,3.97,6.07,-1.74,1.08,-0.37,
23.158,2.17,3.97,6.07,-1.60,1.05,-0.44,
23.161,2.17,3.97,6.07,-1.44,1.00,-0.51,
23.162,1.40,4.08,7.39,-1.44,1.00,-0.51,
23.164,1.40,4.08,7.39,-1.26,0.94,-0.58,
23.172,1.40,4.08,7.39,-1.07,0.87,-0.65,
23.172,1.40,4.08,7.39,-0.88,0.79,-0.70,
23.172,1.40,4.08,7.39,-0.68,0.70,-0.76,
23.173,0.72,3.87,8.92,-0.68,0.70,-0.76,
23.173,0.49,2.99,10.37,-0.68,0.70,-0.76,
23.178,0.91,1.05,9.42,-0.68,0.70,-0.76,
23.179,0.91,1.05,9.42,-0.50,0.61,-0.80,
23.179,0.91,1.05,9.42,-0.34,0.47,-0.82,
23.179,0.91,1.05,9.42,-0.21,0.29,-0.83,
23.182,0.91,1.05,9.42,-0.13,0.02,-0.83,
23.183,1.55,-1.17,4.70,-0.13,0.02,-0.83,
23.186,1.55,-1.17,4.70,-0.08,-0.30,-0.80,
23.187,1.55,-1.17,4.70,-0.06,-0.67,-0.75,
23.188,2.16,-2.48,-0.53,-0.06,-0.67,-0.75,
23.189,2.16,-2.48,-0.53,-0.06,-1.07,-0.70,
23.192,2.71,-2.54,-3.47,-0.06,-1.07,-0.70,
23.192,2.71,-2.54,-3.47,-0.06,-1.46,-0.62,
23.195,2.71,-2.54,-3.47,-0.06,-1.83,-0.53,
23.196,2.71,-2.54,-3.47,-0.06,-2.15,-0.42,
23.197,3.36,-2.33,-4.25,-0.06,-2.15,-0.42,
23.2,3.36,-2.33,-4.25,-0.05,-2.40,-0.29,
23.202,3.93,-2.66,-2.88,-0.05,-2.40,-0.29,
23.203,3.93,-2.66,-2.88,-0.03,-2.56,-0.15,
23.204,3.93,-2.66,-2.88,-0.01,-2.58,0.01,
23.206,4.06,-3.46,0.15,-0.01,-2.58,0.01,
23.207,4.06,-3.46,0.15,0.02,-2.48,0.19,
23.232,4.06,-3.46,0.15,0.06,-2.25,0.37,
23.232,3.80,-4.24,3.17,0.06,-2.25,0.37,
23.233,3.80,-4.24,3.17,0.09,-1.90,0.55,
23.233,3.80,-4.24,3.17,0.13,-1.46,0.73,
23.233,3.29,-4.81,4.64,0.13,-1.46,0.73,
23.234,3.29,-4.81,4.64,0.16,-0.95,0.89,
23.234,3.29,-4.81,4.64,0.19,-0.40,1.05,
23.234,3.29,-4.81,4.64,0.20,0.16,1.19,
23.235,3.04,-4.84,4.08,0.20,0.16,1.19,
23.235,3.04,-4.84,4.08,0.22,0.70,1.30,
23.235,3.40,-4.03,2.33,0.22,0.70,1.30,
23.236,3.40,-4.03,2.33,0.24,1.19,1.38,
23.236,3.40,-4.03,2.33,0.25,1.64,1.42,
23.237,3.40,-4.03,2.33,0.27,2.04,1.42,
23.237,3.91,-2.78,0.98,0.27,2.04,1.42,
23.237,3.91,-2.78,0.98,0.29,2.38,1.40,
23.238,4.36,-1.50,0.54,0.29,2.38,1.40,
23.238,4.36,-1.50,0.54,0.31,2.65,1.34,
23.238,4.36,-1.50,0.54,0.35,2.88,1.26,
23.241,4.50,-0.49,1.08,0.35,2.88,1.26,
23.242,4.50,-0.49,1.08,0.40,3.04,1.15,
23.244,4.50,-0.49,1.08,0.44,3.09,1.02,
23.246,4.50,-0.49,1.08,0.49,3.04,0.89,
23.247,3.87,-0.01,1.71,0.49,3.04,0.89,
23.249,3.87,-0.01,1.71,0.54,2.92,0.75,
23.252,2.44,0.32,2.24,0.54,2.92,0.75,
23.252,2.44,0.32,2.24,0.60,2.74,0.60,
23.253,2.44,0.32,2.24,0.66,2.49,0.46,
23.255,2.44,0.32,2.24,0.71,2.18,0.33,
23.256,0.75,0.41,1.31,0.71,2.18,0.33,
23.259,0.75,0.41,1.31,0.75,1.83,0.21,
23.267,0.75,0.41,1.31,0.79,1.45,0.10,
23.268,-0.87,0.26,-0.05,0.79,1.45,0.10,
23.269,-0.87,0.26,-0.05,0.81,1.06,0.01,
23.269,-0.87,0.26,-0.05,0.82,0.67,-0.08,
23.269,-2.37,0.10,-1.43,0.82,0.67,-0.08,
23.269,-2.37,0.10,-1.43,0.81,0.30,-0.15,
23.272,-3.63,0.04,-2.53,0.81,0.30,-0.15,
23.272,-3.63,0.04,-2.53,0.80,-0.05,-0.21,
23.273,-3.63,0.04,-2.53,0.76,-0.35,-0.26,
23.299,-4.42,-0.02,-3.50,0.76,-0.35,-0.26,
23.3,-4.42,-0.02,-3.50,0.71,-0.62,-0.30,
23.301,-4.42,-0.02,-3.50,0.66,-0.85,-0.32,
23.301,-4.42,-0.02,-3.50,0.59,-1.02,-0.33,
23.302,-4.80,-0.26,-3.81,0.59,-1.02,-0.33,
23.303,-4.80,-0.26,-3.81,0.52,-1.16,-0.33,
23.303,-4.80,-0.26,-3.81,0.43,-1.25,-0.32,
23.303,-4.80,-0.73,-3.70,0.43,-1.25,-0.32,
23.304,-4.80,-0.73,-3.70,0.34,-1.30,-0.29,
23.304,-4.80,-0.73,-3.70,0.25,-1.32,-0.26,
23.304,-4.52,-1.39,-3.60,0.25,-1.32,-0.26,
23.305,-4.52,-1.39,-3.60,0.14,-1.30,-0.22,
23.305,-4.52,-1.39,-3.60,0.04,-1.26,-0.17,
23.305,-4.03,-2.04,-3.63,0.04,-1.26,-0.17,
23.306,-4.03,-2.04,-3.63,-0.08,-1.21,-0.11,
23.306,-4.03,-2.04,-3.63,-0.19,-1.13,-0.05,
23.306,-3.36,-2.52,-3.97,-0.19,-1.13,-0.05,
23.307,-3.36,-2.52,-3.97,-0.30,-1.06,0.01,
23.307,-3.36,-2.52,-3.97,-0.42,-0.98,0.08,
23.307,-2.52,-2.76,-4.60,-0.42,-0.98,0.08,
23.308,-2.52,-2.76,-4.60,-0.53,-0.90,0.15,
23.311,-2.52,-2.76,-4.60,-0.65,-0.83,0.23,
23.312,-1.62,-2.83,-5.13,-0.65,-0.83,0.23,
23.313,-1.62,-2.83,-5.13,-0.76,-0.76,0.30,
23.316,-1.62,-2.83,-5.13,-0.86,-0.70,0.37,
23.317,-0.61,-2.87,-5.29,-0.86,-0.70,0.37,
23.318,-0.61,-2.87,-5.29,-0.95,-0.64,0.44,
23.32,-0.61,-2.87,-5.29,-1.04,-0.58,0.50,
23.321,0.49,-2.79,-4.84,-1.04,-0.58,0.50,
23.323,0.49,-2.79,-4.84,-1.11,-0.51,0.56,
23.326,1.53,-2.66,-3.92,-1.11,-0.51,0.56,
23.327,1.53,-2.66,-3.92,-1.18,-0.44,0.62,
23.328,1.53,-2.66,-3.92,-1.22,-0.36,0.67,
23.33,2.41,-2.45,-2.84,-1.22,-0.36,0.67,
23.331,2.41,-2.45,-2.84,-1.26,-0.27,0.71,
23.333,2.41,-2.45,-2.84,-1.28,-0.18,0.75,
23.335,2.41,-2.45,-2.84,-1.29,-0.08,0.78,
23.336,2.94,-2.14,-2.00,-1.29,-0.08,0.78,
23.339,2.94,-2.14,-2.00,-1.29,0.01,0.81,
23.34,2.94,-2.14,-2.00,-1.28,0.11,0.82,
23.34,3.16,-1.78,-1.38,-1.28,0.11,0.82,
23.345,3.16,-1.78,-1.38,-1.25,0.21,0.83,
23.348,3.09,-1.46,-1.01,-1.25,0.21,0.83,
23.348,3.09,-1.46,-1.01,-1.22,0.30,0.83,
23.348,3.09,-1.46,-1.01,-1.18,0.38,0.82,
23.352,2.81,-1.26,-0.64,-1.18,0.38,0.82,
23.352,2.81,-1.26,-0.64,-1.13,0.45,0.80,
23.352,2.81,-1.26,-0.64,-1.08,0.52,0.79,
23.355,2.30,-1.20,-0.20,-1.08,0.52,0.79,
23.356,2.30,-1.20,-0.20,-1.02,0.57,0.76,
23.358,2.30,-1.20,-0.20,-0.96,0.60,0.72,
23.362,2.30,-1.20,-0.20,-0.91,0.63,0.68,
23.362,1.66,-1.22,0.28,-0.91,0.63,0.68,
23.362,1.66,-1.22,0.28,-0.84,0.64,0.64,
23.366,1.66,-1.22,0.28,-0.78,0.63,0.59,
23.366,0.93,-1.27,0.47,-0.78,0.63,0.59,
23.368,0.93,-1.27,0.47,-0.72,0.61,0.54,
23.371,0.12,-1.19,0.36,-0.72,0.61,0.54,
23.373,0.12,-1.19,0.36,-0.66,0.56,0.49,
23.382,0.12,-1.19,0.36,-0.61,0.50,0.44,
23.398,0.12,-1.19,0.36,-0.55,0.42,0.38,
23.399,0.12,-1.19,0.36,-0.49,0.32,0.33,
23.399,-0.66,-1.12,0.08,-0.49,0.32,0.33,
23.399,-1.35,-1.00,-0.29,-0.49,0.32,0.33,
23.4,-1.35,-1.00,-0.29,-0.45,0.22,0.27,
23.4,-1.35,-1.00,-0.29,-0.40,0.11,0.22,
23.401,-1.35,-1.00,-0.29,-0.35,0.00,0.17,
23.401,-1.97,-0.86,-0.49,-0.35,0.00,0.17,
23.401,-1.97,-0.86,-0.49,-0.31,-0.10,0.12,
23.402,-1.97,-0.86,-0.49,-0.27,-0.20,0.07,
23.402,-2.43,-0.79,-0.44,-0.27,-0.20,0.07,
23.403,-2.43,-0.79,-0.44,-0.23,-0.29,0.02,
23.403,-2.43,-0.79,-0.44,-0.20,-0.38,-0.02,
23.404,-2.75,-0.78,-0.45,-0.20,-0.38,-0.02,
23.404,-2.75,-0.78,-0.45,-0.17,-0.46,-0.05,
23.404,-2.75,-0.78,-0.45,-0.14,-0.54,-0.09,
23.405,-2.95,-0.85,-0.56,-0.14,-0.54,-0.09,
23.405,-2.95,-0.85,-0.56,-0.12,-0.60,-0.11,
23.406,-2.95,-0.85,-0.56,-0.10,-0.66,-0.13,
23.406,-3.08,-0.94,-0.79,-0.10,-0.66,-0.13,
23.407,-3.08,-0.94,-0.79,-0.08,-0.73,-0.14,
23.416,-3.08,-0.94,-0.79,-0.07,-0.78,-0.15,
23.417,-3.09,-1.04,-0.98,-0.07,-0.78,-0.15,
23.417,-3.09,-1.04,-0.98,-0.06,-0.82,-0.16,
23.417,-3.09,-1.04,-0.98,-0.04,-0.85,-0.15,
23.418,-2.94,-1.24,-0.94,-0.04,-0.85,-0.15,
23.418,-2.94,-1.24,-0.94,-0.03,-0.88,-0.14,
23.42,-2.94,-1.24,-0.94,-0.02,-0.89,-0.13,
23.421,-2.73,-1.42,-0.80,-0.02,-0.89,-0.13,
23.422,-2.73,-1.42,-0.80,-0.01,-0.90,-0.11,
23.425,-2.73,-1.42,-0.80,-0.00,-0.91,-0.08,
23.425,-2.42,-1.53,-0.76,-0.00,-0.91,-0.08,
23.429,-2.42,-1.53,-0.76,0.01,-0.90,-0.06,
23.43,-2.42,-1.53,-0.76,0.02,-0.90,-0.04,
23.43,-2.13,-1.56,-0.84,0.02,-0.90,-0.04,
23.432,-2.13,-1.56,-0.84,0.03,-0.89,-0.01,
23.435,-2.13,-1.56,-0.84,0.04,-0.89,0.02,
23.436,-1.79,-1.54,-0.83,0.04,-0.89,0.02,
23.437,-1.79,-1.54,-0.83,0.06,-0.88,0.04,
23.44,-1.79,-1.54,-0.83,0.08,-0.86,0.07,
23.44,-1.42,-1.47,-0.74,0.08,-0.86,0.07,
23.442,-1.42,-1.47,-0.74,0.10,-0.84,0.10,
23.445,-1.42,-1.47,-0.74,0.13,-0.81,0.12,
23.445,-1.06,-1.34,-0.42,0.13,-0.81,0.12,
23.447,-1.06,-1.34,-0.42,0.16,-0.78,0.15,
23.45,-1.06,-1.34,-0.42,0.19,-0.75,0.16,
23.451,-0.78,-1.20,-0.15,0.19,-0.75,0.16,
23.453,-0.78,-1.20,-0.15,0.22,-0.71,0.18,
23.455,-0.78,-1.20,-0.15,0.25,-0.68,0.20,
23.456,-0.59,-0.99,-0.07,0.25,-0.68,0.20,
23.458,-0.59,-0.99,-0.07,0.29,-0.64,0.21,
